Tabela 23,,,,,,,,,,,
Viagens Diárias Atraídas por Motivo e Zona de Destino – 2023,,,,,,,,,,,
Região Metropolitana de São Paulo,,,,,,,,,,,
Pesquisa Origem e Destino 2023,,,,,,,,,,,
Companhia do Metropolitano de São Paulo ,,,,,,,,,,,
,,,,,,,,,,,
Zona de Destino,Viagens Atraídas por Motivo,,,,,,,,,,Total
,Trabalho,Trabalho,Trabalho,,,,,Procurar ,Assuntos, ,
,Indústria,Comércio,Serviços,Educação,Compras,Saúde,Lazer,Emprego,Pessoais,Refeição,
,,,,,,,,,,,
383," 10,357 "," 11,409 "," 21,543 "," 47,079 "," 6,633 "," 11,435 "," 3,071 ", -   ," 4,010 ", 484 ," 116,020 "
384," 3,230 "," 11,866 "," 29,039 "," 50,630 "," 7,656 "," 5,689 ", 635 , -   ," 7,042 ", -   ," 115,787 "
385," 2,918 "," 2,171 "," 7,193 "," 13,275 ", 458 , 68 , 463 , -   ," 1,670 ", -   ," 28,218 "
386, - , - , - , - , - , - , - , - , - , - , -   
387," 4,122 ", 348 ," 2,296 "," 1,879 ", 382 , 290 , 105 , -   , -   , -   ," 9,422 "
388," 26,448 "," 13,008 "," 38,717 "," 44,332 "," 7,417 "," 4,647 "," 1,483 ", 783 ," 1,019 ", 52 ," 137,907 "
389," 2,144 "," 2,250 "," 4,704 "," 1,458 ", 496 , 379 , -   , -   , 39 , -   ," 11,471 "
390," 8,251 "," 3,130 "," 21,553 "," 32,113 "," 3,504 "," 3,623 ", 897 , 223 , 481 , -   ," 73,776 "
391," 1,919 ", 384 ," 2,390 "," 2,605 ", 996 , 840 , 484 , -   , 330 , -   ," 9,947 "
392, -   , 220 , -   , -   , -   , -   , -   , -   , -   , -   , 220 
393, 367 , -   , 265 , -   , -   , -   , -   , -   , -   , -   , 632 
394," 8,619 "," 11,445 "," 33,447 "," 67,298 "," 7,492 "," 9,341 "," 4,870 ", -   ," 8,044 ", 33 ," 150,590 "
395, -   , 412 , -   , -   , -   , -   , -   , -   , -   , -   , 412 
396," 18,445 "," 14,962 "," 33,297 "," 61,255 "," 4,431 "," 1,960 "," 1,964 ", -   ," 8,649 ", 548 ," 145,511 "
397," 2,698 "," 1,858 "," 9,539 "," 16,074 ", 745 , 679 , 373 , -   ," 1,196 ", 309 ," 33,470 "
398," 18,571 "," 30,069 "," 31,790 "," 63,604 "," 6,740 "," 5,657 "," 6,171 "," 3,007 "," 8,110 "," 2,219 "," 175,940 "
399," 15,272 "," 16,351 "," 30,742 "," 75,740 "," 5,173 "," 4,172 "," 7,693 ", 827 ," 7,505 ", -   ," 163,476 "
400," 12,599 "," 6,731 "," 26,530 "," 59,339 "," 6,379 "," 8,708 "," 6,738 ", -   ," 10,836 ", 381 ," 138,242 "
401," 26,513 "," 14,912 "," 23,597 "," 78,099 "," 7,909 "," 7,601 ", 492 ," 1,655 "," 3,997 ", -   ," 164,775 "
402," 18,021 "," 9,820 "," 15,512 "," 49,823 "," 2,234 "," 3,995 "," 3,040 ", -   ," 4,806 ", -   ," 107,251 "
403," 29,371 "," 19,647 "," 25,960 "," 88,081 "," 10,194 "," 5,454 "," 5,380 ", -   ," 5,388 ", 649 ," 190,124 "
404," 23,091 "," 23,746 "," 92,161 "," 139,922 "," 18,203 "," 20,259 "," 19,089 "," 3,007 "," 20,362 "," 2,126 "," 361,965 "
405," 9,656 "," 3,960 "," 6,280 "," 19,727 ", 737 , 934 ," 1,094 ", -   ," 1,764 ", -   ," 44,151 "
406," 2,668 "," 1,771 "," 6,924 "," 9,714 "," 2,072 ", 192 , 645 , -   , 522 , -   ," 24,509 "
407," 16,290 "," 11,301 "," 34,532 "," 65,613 "," 4,420 "," 12,912 "," 6,155 ", 147 ," 8,594 "," 1,270 "," 161,233 "
408," 6,916 "," 9,093 "," 24,452 "," 31,051 "," 2,777 "," 2,304 "," 2,501 ", -   ," 1,373 ", 331 ," 80,798 "
409," 3,181 "," 5,226 "," 24,001 "," 23,226 "," 6,052 ", 149 ," 1,858 ", -   ," 2,250 ", 102 ," 66,044 "
410," 25,931 "," 12,153 "," 40,617 "," 50,882 ", 741 ," 5,191 ", 836 , -   ," 9,627 ", -   ," 145,978 "
411," 7,725 "," 8,072 "," 14,986 "," 34,445 ", -   ," 2,759 "," 1,897 ", -   ," 4,731 ", -   ," 74,615 "
412," 3,644 "," 2,287 "," 8,977 "," 12,260 ", 20 , 366 , -   , -   ," 3,861 ", -   ," 31,416 "
413," 3,681 "," 1,513 "," 3,914 "," 4,660 ", 216 , 630 , 914 , 147 ," 1,803 ", -   ," 17,478 "
414," 3,075 "," 1,252 "," 2,760 "," 6,078 ", 619 ," 1,631 ", 488 , -   ," 1,390 ", -   ," 17,294 "
415," 5,139 "," 9,579 "," 17,119 "," 17,282 "," 2,578 "," 1,244 ", 971 , -   ," 1,320 ", 281 ," 55,513 "
416," 1,859 "," 1,507 "," 7,010 "," 9,974 ", -   , 112 ," 1,026 ", -   , 873 , -   ," 22,362 "
417, -   , -   , -   , -   , -   , -   , -   , -   , 178 , -   , 178 
418," 1,234 "," 2,827 "," 6,547 "," 13,539 ", 368 ," 1,903 ", 470 , -   ," 3,768 ", -   ," 30,656 "
419, 31 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31 
420, 642 ," 1,388 "," 3,542 "," 7,100 "," 2,197 ", 111 , 501 , -   , 762 , -   ," 16,244 "
421, -   , -   , -   , -   , -   , -   , 104 , -   , -   , -   , 104 
422," 4,818 "," 3,341 "," 12,469 "," 21,274 "," 1,315 "," 1,378 "," 1,550 ", -   ," 1,832 ", -   ," 47,977 "
423, - , - , - , - , - , - , - , - , - , - , -   
424," 3,785 "," 14,893 "," 26,541 "," 43,701 "," 6,306 "," 10,261 "," 2,897 ", -   ," 3,620 ", 915 ," 112,918 "
425," 3,502 "," 8,493 "," 29,459 "," 33,603 "," 6,379 "," 6,103 "," 1,847 ", -   ," 4,881 ", 292 ," 94,559 "
426," 3,004 "," 3,652 "," 12,136 "," 34,035 "," 6,463 "," 4,227 "," 2,642 ", -   ," 5,753 ", -   ," 71,912 "
427," 1,341 "," 2,740 "," 10,852 "," 5,568 "," 4,637 "," 1,619 "," 1,843 ", -   ," 2,143 ", 255 ," 30,997 "
428," 22,912 "," 4,505 "," 22,311 "," 12,023 "," 2,534 "," 3,311 "," 1,536 ", -   ," 3,733 "," 1,428 "," 74,294 "
429," 12,611 "," 28,344 "," 87,166 "," 59,410 "," 13,121 "," 22,727 "," 8,733 "," 2,852 "," 14,015 "," 6,511 "," 255,490 "
430," 3,229 "," 5,061 "," 17,064 "," 10,158 "," 4,663 "," 2,266 "," 4,163 ", -   ," 1,928 "," 1,387 "," 49,919 "
431," 1,971 "," 2,691 "," 7,975 "," 22,829 "," 1,048 "," 4,706 "," 1,208 ", -   ," 1,659 ", -   ," 44,088 "
432, 321 ," 4,775 "," 5,743 "," 8,105 "," 4,593 ", 692 , 154 , -   ," 1,882 ", 360 ," 26,624 "
433," 1,242 "," 5,715 "," 20,166 "," 17,354 ", -   ," 3,332 ", -   , -   ," 1,723 ", 789 ," 50,321 "
434," 6,357 "," 8,822 "," 23,182 "," 20,017 "," 5,473 "," 2,155 "," 3,085 ", -   ," 4,581 ", 349 ," 74,020 "
435," 6,524 "," 8,610 "," 15,092 "," 32,524 "," 2,799 "," 2,996 "," 4,038 ", -   ," 2,626 ", -   ," 75,209 "
436," 8,180 "," 9,086 "," 14,738 "," 24,600 "," 1,064 "," 1,785 "," 3,065 ", 126 ," 3,838 ", -   ," 66,481 "
437," 9,582 "," 6,097 "," 17,318 "," 27,736 "," 5,155 ", 525 , 321 , 436 ," 1,492 ", -   ," 68,662 "
438," 19,319 "," 16,965 "," 49,525 "," 46,219 "," 11,455 "," 10,161 "," 2,596 ", -   ," 11,437 "," 3,026 "," 170,702 "
439," 6,962 "," 14,447 "," 54,976 "," 57,328 "," 7,134 "," 17,987 "," 11,498 ", -   ," 9,632 "," 2,240 "," 182,204 "
440," 17,237 "," 13,681 "," 26,599 "," 59,881 "," 4,984 "," 7,594 "," 13,933 "," 1,491 ", 562 ," 1,682 "," 147,644 "
441, 435 , 61 ," 1,384 ", 831 , 28 , 142 , 67 , 25 , -   , -   ," 2,973 "
442," 27,643 "," 6,687 "," 24,134 "," 26,742 "," 3,025 "," 2,592 "," 1,590 ", 732 ," 1,711 "," 3,066 "," 97,922 "
443," 19,980 "," 30,597 "," 49,248 "," 80,187 "," 13,428 "," 15,144 "," 7,986 "," 2,385 "," 10,583 "," 2,728 "," 232,265 "
444," 15,690 "," 15,161 "," 48,531 "," 44,655 "," 13,792 "," 8,183 "," 7,710 "," 1,328 "," 5,229 ", -   ," 160,280 "
445," 4,875 "," 5,864 "," 30,517 "," 39,620 "," 3,398 "," 1,393 "," 7,079 ", -   , 542 , -   ," 93,288 "
446," 2,921 "," 3,632 "," 2,289 "," 7,864 "," 1,311 ", 875 ," 1,500 ", 884 , 462 , -   ," 21,738 "
447," 11,073 "," 14,573 "," 39,827 "," 46,044 "," 13,315 "," 2,712 "," 2,282 "," 1,415 "," 2,812 ", 555 ," 134,608 "
448," 6,196 "," 1,151 "," 7,938 "," 8,022 ", 616 ," 1,509 ", 553 , 175 , 701 , 438 ," 27,298 "
449," 1,414 ", 959 ," 5,052 "," 4,037 "," 1,332 ", 119 , 202 , 250 ," 1,507 ", 183 ," 15,054 "
450," 1,843 "," 2,319 "," 5,186 "," 4,905 ", 510 , 214 , 133 , -   ," 1,601 ", 142 ," 16,854 "
451," 5,346 "," 10,058 "," 15,215 "," 19,141 "," 2,463 ", 691 ," 2,866 ", -   , 361 ," 1,556 "," 57,698 "
452," 30,107 "," 13,253 "," 35,410 "," 66,858 "," 15,344 "," 5,612 "," 10,326 ", -   ," 10,962 ", -   ," 187,872 "
453," 14,294 "," 12,023 "," 27,449 "," 35,252 "," 3,199 "," 1,615 ", 380 , -   ," 12,655 "," 3,155 "," 110,022 "
454," 5,453 "," 11,865 "," 26,592 "," 38,298 "," 8,885 "," 3,619 "," 3,633 ", 220 ," 9,388 ", 875 ," 108,830 "
455," 4,418 "," 12,576 "," 26,344 "," 49,674 "," 9,330 "," 8,916 "," 3,965 ", -   ," 9,005 ", 383 ," 124,612 "
456," 6,101 "," 17,189 "," 70,799 "," 59,715 "," 23,877 "," 17,133 "," 12,771 "," 2,036 "," 13,652 "," 1,346 "," 224,618 "
457," 22,580 "," 17,683 "," 36,566 "," 83,791 "," 20,066 "," 10,202 "," 8,646 ", 116 ," 6,671 ", -   ," 206,322 "
458," 18,654 "," 9,165 "," 30,511 "," 61,795 "," 14,099 "," 17,456 "," 9,419 ", -   ," 10,344 ", 962 ," 172,403 "
459," 10,120 "," 4,705 "," 16,213 "," 17,910 "," 1,002 "," 3,023 "," 1,349 ", 220 ," 1,308 ", -   ," 55,850 "
460," 4,121 "," 2,106 "," 3,778 "," 6,588 "," 2,032 "," 1,779 "," 2,353 ", -   ," 1,632 ", -   ," 24,388 "
461, 62 , -   , 760 , -   , -   , -   ," 2,366 ", -   , -   , -   ," 3,188 "
462," 26,861 "," 11,258 "," 45,190 "," 78,180 "," 8,487 "," 9,222 "," 4,495 ", -   ," 8,659 ", 338 ," 192,689 "
463," 12,197 "," 16,933 "," 49,334 "," 51,547 "," 13,463 "," 10,416 "," 5,598 ", -   ," 11,895 "," 5,271 "," 176,652 "
464," 15,876 "," 10,534 "," 14,835 "," 55,795 "," 13,214 "," 6,895 "," 1,777 ", 548 ," 11,677 ", -   ," 131,151 "
465," 43,957 "," 11,452 "," 22,241 "," 69,279 "," 6,651 "," 6,848 "," 1,888 ", -   ," 3,564 "," 1,815 "," 167,696 "
466," 16,186 "," 7,101 "," 14,010 "," 48,319 "," 4,677 "," 3,526 "," 6,948 ", -   ," 2,939 ", -   ," 103,706 "
467," 20,553 "," 3,254 "," 18,198 "," 35,245 "," 3,819 "," 3,177 "," 2,314 ", -   ," 9,644 ", -   ," 96,205 "
468," 3,004 "," 5,745 "," 42,841 "," 52,775 "," 5,247 "," 6,021 "," 7,550 ", -   ," 7,715 ", 635 ," 131,533 "
469," 3,414 "," 1,099 "," 16,828 "," 28,296 ", 345 , 857 , 47 , 251 ," 1,167 ", -   ," 52,305 "
470," 3,436 "," 4,056 "," 20,583 "," 73,517 "," 1,349 "," 3,304 ", 207 , -   ," 6,183 ", -   ," 112,636 "
471," 3,762 "," 3,122 "," 18,262 "," 28,145 ", 619 ," 1,261 ", 212 , -   ," 5,130 ", -   ," 60,514 "
472," 3,076 "," 10,474 "," 12,669 "," 36,750 ", 298 ," 1,412 ", 137 , 604 ," 6,138 ", -   ," 71,559 "
473," 8,494 "," 9,106 "," 30,742 "," 96,926 "," 10,419 "," 4,096 "," 12,118 ", 38 ," 21,271 ", -   ," 193,210 "
474," 14,804 "," 12,157 "," 20,528 "," 30,208 "," 2,905 "," 1,946 ", 135 , -   ," 8,067 ", 558 ," 91,310 "
475," 4,065 "," 1,562 "," 6,838 "," 7,884 "," 1,104 ", 109 ," 1,615 ", -   , 641 , 650 ," 24,468 "
476," 1,938 "," 9,482 "," 43,584 "," 101,954 "," 3,104 "," 7,189 "," 4,263 ", 159 ," 6,370 ", 476 ," 178,519 "
477, 233 , 150 ," 1,397 "," 2,674 ", 202 , 150 , -   , -   , 86 , -   ," 4,893 "
478," 1,635 ", 250 ," 3,332 "," 4,214 ", 16 , 202 , -   , 38 , 136 , -   ," 9,825 "
479, 157 , 386 ," 8,895 "," 6,842 ", 598 , 501 , -   , -   ," 1,254 ", -   ," 18,634 "
480," 4,092 "," 3,704 "," 18,317 "," 15,139 "," 4,854 "," 7,733 ", 479 , -   ," 2,487 ", 113 ," 56,918 "
481," 1,283 ", 681 ," 9,245 "," 11,252 ", 389 ," 1,634 "," 2,142 ", 160 , 787 , -   ," 27,573 "
482, 598 , 70 ," 1,598 "," 2,620 ", 566 , 116 , 525 , -   , 532 , -   ," 6,625 "
483," 1,713 "," 2,155 "," 7,916 "," 15,186 ", 667 ," 1,881 ", 292 , 362 ," 2,477 ", -   ," 32,651 "
484, - , - , - , - , - , - , - , - , - , - , -   
485, - , - , - , - , - , - , - , - , - , - , -   
486," 22,961 "," 13,614 "," 68,945 "," 79,273 "," 8,662 "," 4,854 "," 14,974 ", -   ," 3,289 ", 492 ," 217,063 "
487," 13,047 "," 6,282 "," 49,604 "," 50,589 "," 1,236 "," 1,543 "," 1,348 ", -   ," 1,203 ", 527 ," 125,378 "
488," 17,412 "," 10,052 "," 40,408 ", 647 ," 1,998 "," 1,161 "," 4,081 ", 221 ," 1,373 "," 1,705 "," 79,059 "
489, 251 ," 1,404 "," 2,773 ", 508 , 287 , 128 , -   , -   , -   , -   ," 5,350 "
490," 3,261 "," 4,884 "," 18,568 "," 34,263 "," 3,394 ", -   ," 1,092 ", -   ," 1,402 ", -   ," 66,864 "
491," 3,412 "," 8,437 "," 20,746 "," 39,427 "," 1,473 ", 899 ," 7,845 ", -   , 276 , -   ," 82,514 "
492," 3,091 "," 2,800 "," 12,719 "," 19,549 "," 1,277 "," 2,734 "," 2,779 ", 221 ," 2,055 ", -   ," 47,226 "
493," 1,314 "," 1,475 "," 5,021 "," 3,932 ", 331 , 132 , 542 , -   , 33 , 11 ," 12,792 "
494," 8,031 "," 10,729 "," 31,057 "," 68,910 "," 3,988 "," 3,272 "," 4,871 ", -   ," 6,487 ", 646 ," 137,991 "
495," 8,480 "," 14,024 "," 30,012 "," 45,357 "," 7,378 "," 8,459 "," 4,894 ", -   ," 9,900 ", -   ," 128,503 "
496," 4,567 "," 9,927 "," 24,224 "," 25,937 "," 2,931 "," 2,481 "," 4,851 ", 600 ," 10,803 ", -   ," 86,321 "
497," 9,525 "," 6,014 "," 11,825 "," 20,581 "," 2,930 "," 2,329 "," 2,879 ", 771 ," 1,241 ", -   ," 58,096 "
498," 4,874 "," 8,385 "," 11,991 "," 30,618 "," 5,056 ", 641 ," 1,055 ", -   ," 3,996 ", -   ," 66,615 "
499," 4,895 "," 10,999 "," 37,315 "," 14,187 "," 5,246 "," 8,495 ", 855 ," 1,781 "," 4,783 ", 979 ," 89,534 "
500," 1,118 "," 9,210 "," 22,890 "," 24,796 "," 4,838 ", 719 ," 2,805 ", -   ," 4,059 ", 399 ," 70,833 "
501," 2,709 "," 4,785 "," 15,808 "," 24,345 "," 4,193 "," 1,480 "," 5,909 ", -   ," 3,231 ", 533 ," 62,992 "
502," 2,006 "," 6,645 "," 45,459 "," 41,453 "," 3,859 "," 5,110 "," 2,294 ", -   ," 7,084 ", 349 ," 114,259 "
503," 3,347 "," 6,881 "," 11,687 "," 17,338 ", 604 ," 1,091 ", 550 , -   , 318 , -   ," 41,817 "
504," 3,216 "," 5,135 "," 30,939 "," 49,261 ", 503 ," 1,115 "," 1,162 ", -   , 137 , -   ," 91,467 "
505," 2,870 "," 11,175 "," 35,717 "," 66,771 ", -   ," 1,105 "," 4,319 ", 317 , 525 , -   ," 122,799 "
506," 3,099 "," 10,585 "," 22,731 "," 47,086 "," 8,588 "," 1,372 "," 1,307 ", -   ," 9,159 ", 392 ," 104,320 "
507," 1,254 "," 1,421 "," 9,850 "," 6,759 ", 938 , 475 , 311 , -   , 334 , -   ," 21,341 "
508," 3,809 "," 3,598 "," 14,025 "," 7,472 "," 1,461 ", 407 ," 2,064 ", -   , 847 , 748 ," 34,433 "
509," 4,737 "," 9,363 "," 32,854 "," 53,765 "," 3,600 "," 1,962 "," 1,085 ", 224 ," 6,498 ", 95 ," 114,183 "
510," 4,694 "," 6,377 "," 17,768 "," 26,627 ", 509 ," 3,258 ", 336 , -   ," 1,267 ", -   ," 60,835 "
511," 2,302 "," 8,081 "," 25,533 "," 20,436 "," 3,408 "," 2,100 "," 2,249 "," 1,740 ", 238 , -   ," 66,087 "
512," 9,492 "," 7,410 "," 13,572 "," 12,692 ", 521 , 392 , 88 , 288 ," 1,167 ", -   ," 45,624 "
513," 8,886 ", 466 ," 6,673 "," 8,034 ", 67 , 561 , 577 , -   , 560 , -   ," 25,824 "
514," 16,002 "," 5,088 "," 30,502 "," 46,285 "," 5,977 ", 626 ," 9,331 ", -   ," 5,431 ", -   ," 119,242 "
515, 883 , 828 ," 3,286 "," 5,089 ", 576 , 181 , 188 , -   , 235 , -   ," 11,266 "
516," 6,036 "," 4,649 "," 25,326 "," 24,814 "," 2,465 ", 327 ," 2,299 ", -   ," 2,626 ", 383 ," 68,925 "
517," 14,766 "," 4,046 "," 16,413 "," 15,840 "," 1,981 "," 1,742 "," 1,112 ", 983 ," 2,019 ", -   ," 58,902 "
518," 20,907 "," 15,539 "," 53,438 "," 54,960 "," 8,205 "," 2,397 "," 5,783 ", -   ," 15,227 "," 1,088 "," 177,544 "
519," 1,072 ", 48 ," 2,666 "," 3,448 ", 444 ," 1,231 ", -   , -   , 698 , -   ," 9,608 "
520, -   , -   , 119 , -   , -   , 873 , -   , -   , -   , -   , 991 
521," 6,265 "," 3,929 "," 17,566 "," 9,307 ", 336 ," 2,769 ", 39 , 983 ," 2,806 ", -   ," 44,000 "
522," 14,615 "," 3,240 "," 25,878 "," 31,577 "," 5,783 ", 240 ," 1,796 ", -   ," 2,353 ", -   ," 85,483 "
523, 366 , -   ," 2,206 "," 3,795 ", 439 , 94 , 777 , -   , 385 , -   ," 8,060 "
524," 7,732 "," 8,539 "," 34,140 "," 87,074 "," 2,602 "," 1,253 "," 10,129 ", -   ," 8,140 ", -   ," 159,610 "
525," 19,577 "," 7,002 "," 40,997 "," 99,104 "," 7,562 "," 9,218 "," 5,549 ", -   ," 1,800 ", -   ," 190,809 "
526," 27,830 "," 14,632 "," 63,427 "," 109,213 "," 2,783 "," 2,752 "," 3,855 ", -   ," 4,040 ", -   ," 228,533 "
527," 1,526 "," 1,014 "," 6,330 "," 18,956 ", 86 ," 1,446 ", 242 , -   , 876 , -   ," 30,475 "
,,,,,,,,,,,
 Total RMSP ," 2,454,766 "," 3,334,605 "," 10,687,154 "," 12,901,173 "," 1,524,821 "," 1,584,483 "," 1,272,281 "," 70,855 "," 1,574,943 "," 255,983 "," 35,661,062 "
,,,,,,,,,,,
Fonte:  Metrô/SP - Pesquisa Origem e Destino 2023,,,,,,,,,,,
